Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Notes
2024,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",45,0,0.31,0,0,11.79,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.05,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",31,0,0.36,0,0,10.22,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",5,0,0,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.05,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",114,0,2.42,0,0,1.24,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.02,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",37,0,0.07,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",25,0,0.17,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),All procedures,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",5087,62,41.69,1.49,1.15,1.89,Worse,
2024,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",218,1,1.16,0.86,0.04,4.24,Same,
2024,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",28,2,1.63,1.23,0.21,4.07,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Cardiac surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",87,0,0.28,0,0,13.32,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",1262,8,1.7,4.71,2.19,8.94,Worse,
2024,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",342,14,12.54,1.12,0.64,1.83,Same,
2024,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",240,5,2.24,2.24,0.82,4.96,Same,
2024,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",8,0,0.05,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",263,5,1.48,3.39,1.24,7.5,Worse,
2024,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",271,1,1.09,0.92,0.05,4.52,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",146,0,1.37,0,0,2.19,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",195,2,1.43,1.4,0.24,4.63,Same,
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",108,4,1.04,3.84,1.22,9.27,Worse,
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",10,1,0.04,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",16,0,0.05,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",242,2,0.92,2.18,0.26,7.86,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",307,1,1.42,0.7,0.04,3.47,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",374,7,2.69,2.6,1.14,5.15,Worse,
2024,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",60,0,0.05,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",148,0,0.27,0,0,13.71,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",64,0,1.73,0,0,1.73,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",195,6,4.02,1.49,0.61,3.11,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",286,3,3.82,0.79,0.2,2.14,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",12,0,0.1,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000049,Riverside Community Hospital,Acute Care Hospital,"Community, >250 Beds",180,0,0.42,0,0,8.8,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),All procedures,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,3255,11,30.23,0.36,0.19,0.63,Better,
2024,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,142,0,1.2,0,0,2.5,Same,
2024,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,14,0,0.5,0,0,7.38,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,645,0,2.03,0,0,1.48,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,163,0,7.37,0,0,0.41,Better,
2024,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,350,2,4.16,0.48,0.08,1.59,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,542,4,2.83,1.42,0.45,3.41,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,30,0,0.39,0,0,9.43,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,139,2,1.39,1.44,0.24,4.75,Same,
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,120,0,1.13,0,0,2.65,Same,
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,90,0,0.67,0,0,5.54,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,26,0,0.09,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,189,1,0.92,1.08,0.03,6.03,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,81,0,0.34,0,0,10.82,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,308,2,2.89,0.69,0.12,2.28,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,85,0,0.08,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,62,0,0.12,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,11,0,0.36,0,0,10.3,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,94,0,1.89,0,0,1.59,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,96,0,1.57,0,0,1.91,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,7,0,0.04,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,59,0,0.24,0,0,15.44,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),All procedures,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,264,1,1.62,0.62,0.03,3.04,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,56,0,0.14,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,27,0,0.07,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,20,1,0.41,2.42,0.06,13.49,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,27,0,0.14,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,49,0,0.13,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,4,0,0.06,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,22,0,0.15,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,5,0,0.02,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,30,0,0.14,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,3,0,0,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,1,0,0.02,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,19,0,0.33,0,0,11.05,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),All procedures,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",2370,0,13.58,0,0,0.22,Better,
2024,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",96,0,0.26,0,0,14.3,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",54,0,1.22,0,0,2.45,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",106,0,0.53,0,0,7,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",169,0,0.33,0,0,11.18,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",320,0,1.09,0,0,2.74,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",226,0,0.99,0,0,3.71,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",307,0,0.82,0,0,4.5,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",165,0,0.53,0,0,6.97,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",426,0,2.58,0,0,1.16,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.02,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.08,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",209,0,4.33,0,0,0.69,Better,
2024,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",192,0,0.62,0,0,5.95,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000344,Southwest Healthcare Inland Valley Hospital,Acute Care Hospital,"Community, <125 Beds",74,0,0.16,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),All procedures,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",2257,4,8.56,0.47,0.15,1.13,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",131,0,0.35,0,0,10.45,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.1,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",846,0,1.08,0,0,2.76,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",91,2,1.88,1.06,0.18,3.51,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",179,0,0.67,0,0,5.5,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",242,0,0.46,0,0,8,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",11,0,0.15,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",20,0,0.12,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",324,0,1.99,0,0,1.51,Same,
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",24,0,0.1,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",43,0,0.14,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",27,0,0.11,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",219,0,0.15,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",12,0,0.02,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",24,0,0.36,0,0,10.3,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",45,2,0.84,2.38,0.29,8.6,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000507,Southwest Healthcare Rancho Springs Hospital,Acute Care Hospital,"Community, <125 Beds",11,0,0.03,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),All procedures,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,2665,12,20.37,0.59,0.32,1,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,128,0,0.43,0,0,8.54,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,57,1,1.99,0.5,0.03,2.48,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Cardiac surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,5,0,0.03,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,821,1,1.72,0.58,0.03,2.86,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,231,4,6.39,0.63,0.2,1.51,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,153,2,0.76,2.63,0.32,9.49,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,333,0,1.17,0,0,2.57,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,41,0,1.51,0,0,1.98,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,119,0,0.8,0,0,4.6,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,105,0,0.97,0,0,3.79,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,30,0,0.1,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,124,0,0.47,0,0,7.92,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,124,0,0.57,0,0,6.47,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,84,0,0.05,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,53,0,0.08,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,37,0,0.32,0,0,11.46,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,120,3,2.5,1.2,0.31,3.27,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,11,0,0.05,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000707,Kaiser Foundation Hospital Riverside,Acute Care Hospital,Major Teaching,87,1,0.45,2.24,0.06,12.47,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.02,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),All procedures,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",248,1,1.21,0.83,0.04,4.07,Same,
2024,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",27,0,0.06,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",10,0,0.19,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",21,0,0.08,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",48,0,0.1,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",17,0,0.09,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",17,0,0.1,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0.02,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",22,0,0.07,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",41,0,0.21,0,0,17.91,Same,¥ See Data Dictionary
2024,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",9,0,0.01,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,
2024,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",12,1,0.21,4.74,0.12,26.41,Same,¥ See Data Dictionary
